Student_ID,Attendance,Internal_Marks,Final_Marks,Total_Marks,CGPA,Study_Hours,Mode
500,49.77,19.16,18.17,37.33,3.733,2.73,Offline
501,54.08,31.72,29.96,61.68,6.168,1.06,Offline
502,66.11442269,11.58,15.94,27.52,2.752,1.67,Offline
503,58.14,11.86,16.28,28.13,2.813,1.77,Offline
504,38.06,12.53,16.51,29.05,2.905,1.33,Offline
505,43.19,15.93,19.18,35.1,3.51,2.6,Offline
506,37.69,14.74,20.33,35.07,3.507,1.994330357,Offline
507,40.28,32,43.65,75.64,7.564,4.982382671,Offline
508,54.11,15.39,17.06,32.45,3.245,2.16,Offline
509,44.64,13.35,16.23,29.59,2.959,1.92,Offline
510,66.11442269,25.02,25.88,50.89,5.089,2.15,Offline
511,46.14,45.82,43.4,89.22,8.922,6.97,Online
512,93.54,26.83,25.91,52.74,5.274,1.97,Online
513,83.21,19.1,25.45,44.54,4.454,2.52,Offline
514,89.19,40.74,42.53,83.27,8.327,4.47,Offline
515,91.54,28.51,36.84,65.35,6.535,4.71,Online
516,95.64,42.12,38.71,80.83,8.083,5.78,Offline
517,94.94,22.52,24.41,46.93,4.693,1.17,Offline
518,91.82,23.77,22.65,46.42,4.642,1.44,Offline
519,96.77,45.31,45.3,90.61,9.061,4.88,Online
521,97.71,25.73,25.61,51.34,5.134,1.93,Online
522,66.70537281,27.49,31.99,59.48,5.948,2.54,Online
523,65.52595556,37.3,39.43,76.72,7.672,4.53,Offline
524,31.51,30.94,35.35,66.29,6.629,5.65,Online
525,43.47,37,37.37,74.37,7.437,4.15,Online
526,35.2,17.73,20.7,38.43,3.843,2.6,Online
527,80.92,46.95,43.81,90.75,9.075,4.7,Online
528,95.67,33.2,41.82,75.02,7.502,5.33,Online
529,50.04,41.88,44.33,86.21,8.621,4.8,Offline
530,98.68,24.83,30.62,55.45,5.545,2.48,Offline
533,57.86,12.19,15.93,28.11,2.811,1.18,Offline
534,86.17,23.11,26.02,49.13,4.913,1.49,Online
535,47.34,28.65,28.57,57.21,5.721,2.63,Offline
536,49.91,22.31,21.17,43.48,4.348,1.8,Online
537,50.73,29.19,37.72,66.9,6.69,4.57,Offline
539,66.11442269,16.05,17.47,33.52,3.352,1.23,Offline
540,49.76,41.06,44.32,85.38,8.538,6.46,Online
541,83.17,20.54,20.13,40.67,4.067,2.65,Offline
542,66.70537281,32.57,44.81,77.37,7.737,4.64,Online
543,49.76,17.68,22.98,40.66,4.066,1.21,Online
544,95.47,50,47.79,97.79,9.779,3.78,Online
545,66.70537281,33.14,41.92,75.06,7.506,5.37,Online
546,40.78,38.52,43.24,81.76,8.176,6.46,Offline
547,39.85,32.89,37.09,69.98,6.998,4.25,Online
548,84.52,25.36,29.7,55.06,5.506,2.65,Offline
549,33.56,40.46,44.34,84.8,8.48,6.05,Offline
550,66.11442269,22.98,24.85,47.83,4.783,2.94,Offline
551,33.49,23.34,24.19,47.53,4.753,2.88,Offline
553,83.87,38.89,40.37,79.26,7.926,5.03,Online
554,34.7,23.78,27.41,51.19,5.119,1.08,Offline
555,36.94,43.36,40.02,83.38,8.338,6.19,Online
556,57.49,21.13,24.53,45.66,4.566,2.26,Offline
557,85.71,33.76,44.51,78.27,7.827,5.47,Online
558,85.78,19.65,24.55,44.2,4.42,2.83,Online
559,39.25,16.89,23.6,40.48,4.048,1.65,Online
560,66.11442269,33.65,40.14,73.78,7.378,5.19,Offline
561,85.01,32.23,29.4,61.63,6.163,1.53,Online
562,50.64,27.97,36.2,64.17,6.417,6.82,Offline
563,46.39,30.1,39.17,69.27,6.927,4.48,Offline
564,65.52595556,17.47,24.72,42.18,4.218,1.2,Offline
565,80.85,22.11,20.28,42.39,4.239,2.67,Offline
566,57.79,15.24,21.29,36.54,3.654,1.1,Offline
567,89.58,28.91,35.15,64.06,6.406,5.36,Online
568,99.35,41.39,42.07,83.47,8.347,3.83,Offline
569,46.5,36.68,35.51,72.18,7.218,5.28,Online
570,54.52,25.48,28.96,54.44,5.444,1.19,Offline
571,80.28,26.04,29.03,55.07,5.507,1.1,Online
572,45.9,17.81,17.42,35.23,3.523,2.14,Online
573,38.05,19.84,20.42,40.26,4.026,1.82,Online
574,92.43,30.16,37.51,67.67,6.767,4.92,Online
575,36.9,20.51,21.17,41.68,4.168,1.48,Online
576,41.91,14.64,17.34,31.99,3.199,2.48,Offline
577,99.81,23.86,21.87,45.74,4.574,2.98,Online
578,96.65,36.74,38.76,75.5,7.55,4.4,Online
579,46.93,29.81,27.76,57.57,5.757,1.4,Offline
580,53.39,25.18,35.16,60.34,6.034,6.46,Online
581,80.26,47.03,44.95,91.98,9.198,3.76,Online
582,50.22,26.89,27.7,54.59,5.459,1.65,Offline
583,47.26,21.6,21.44,43.03,4.303,1.55,Offline
584,48.76,18.97,26.21,45.18,4.518,1.44,Online
585,31.35,23.19,26.01,49.2,4.92,1.68,Offline
586,30.41,11.54,16.22,27.76,2.776,1.52,Offline
588,46.92,16.56,22.5,39.07,3.907,1.14,Offline
589,42.2,14.02,17.15,31.17,3.117,2.43,Offline
590,53.77,27.12,25.14,52.26,5.226,2.36,Offline
591,36.54,39.01,41.62,80.63,8.063,5.9,Offline
592,49.95,17.6,23.35,40.95,4.095,1.69,Online
593,49.49,35.73,36.03,71.77,7.177,5.21,Offline
594,92.8,27.95,39.64,67.59,6.759,3.76,Online
595,46.97,36.91,40.14,77.06,7.706,4.26,Offline
596,37.21,12.13,16.42,28.56,2.856,1.63,Online
597,45.96,26.22,28.1,54.33,5.433,2.99,Online
598,42.08,34.47,41.73,76.19,7.619,6.05,Online
599,47.35,41.99,41.93,83.93,8.393,6.1,Online
600,90.48,18.1,22.24,40.34,4.034,1.05,Online
601,79.91,15.98,21.51,37.49,3.749,1.994330357,Online
602,32.58,14.81,15.86,30.67,3.067,1.21,Online
603,95.5,20,20.5,40.5,4.05,1.994330357,Offline
604,97.45,29.48,29.72,59.2,5.92,2.17,Offline
605,79.75,37.22,44.12,81.34,8.134,4.67,Offline
606,31.71,22.06,26.5,48.56,4.856,2.4,Offline
607,86.35,32.3,40.36,72.66,7.266,5.8,Online
608,41.34,32.14,35.62,67.76,6.776,5.02,Online
609,86.29,29.55,39.61,69.16,6.916,4.2,Online
610,91.49,18.34,25.3,43.64,4.364,2.3,Online
611,98.86,20.52,21.82,42.34,4.234,1.95,Online
612,33.8,20.75,20.88,41.62,4.162,1.33,Online
613,66.70537281,38.84,46.33,85.17,8.517,4.73,Online
614,46.98,36.08,44.08,80.16,8.016,5.19,Online
615,47.87,35.88,35.81,71.69,7.169,6.82,Online
616,86.92,27.93,27.56,55.49,5.549,2.66,Offline
617,96.88,47.09,47.62,94.71,9.471,3.53,Online
618,66.11442269,42.1,47.17,89.26,8.926,5.02,Offline
619,59.48,29.12,35.86,64.99,6.499,6.44,Online
620,41.43,16.78,15.82,32.6,3.26,2.2,Online
621,76.21,42.71,45.66,88.37,8.837,5.48,Offline
622,95.65,25.91,27.58,53.48,5.348,2.57,Offline
623,90.13,21.03,22.65,43.68,4.368,2.25,Online
624,52.91,38.89,40.23,79.12,7.912,4.68,Online
625,35.53,26.67,37.02,63.7,6.37,5.16,Online
626,41.48,39.15,43.39,82.54,8.254,4.44,Online
628,79.63,19.03,26.5,45.53,4.553,2.29,Offline
629,32.32,13.15,17.55,30.7,3.07,1.25,Online
630,99.74,33.23,43.9,77.13,7.713,5.85,Online
631,75.1,24.24,28.05,52.29,5.229,2.28,Online
632,40.06,19.12,17.66,36.77,3.677,1.2,Offline
633,41.79,14.32,18.55,32.87,3.287,1.19,Online
634,66.11442269,35.92,44.22,80.15,8.015,4.22,Offline
635,37.22,34.55,43.74,78.29,7.829,6.49,Online
637,54.12,42.65,43.66,86.31,8.631,4.18,Offline
638,42.08,17.19,22.79,39.98,3.998,2.99,Offline
639,78.97,33.36,31.39,64.75,6.475,2.76,Offline
640,50.08,33.59,39.84,73.43,7.343,5.26,Online
641,86.79,33.08,42.2,75.28,7.528,4.71,Online
642,94.51,26.18,26.77,52.94,5.294,1.52,Online
643,90.25,20.8,25.86,46.66,4.666,1.27,Offline
644,65.52595556,28.57,35.08,63.65,6.365,4.49,Offline
645,98.54,16.27,22.09,38.37,3.837,1.94,Offline
646,88.03,33.08,46.66,79.74,7.974,3.59,Offline
647,89.92,45.53,45.53,91.06,9.106,4.29,Offline
648,38.06,30.42,36.99,67.41,6.741,4.74,Online
649,90.39,16.13,20.98,37.11,3.711,1.18,Offline
650,42.01,26.08,27.18,53.26,5.326,1.03,Offline
651,30.6,15.29,17.31,32.6,3.26,2.77,Online
652,98.29,26.05,31.96,58.01,5.801,2.44,Online
653,97.43,17.43,23.07,40.5,4.05,1.44,Offline
655,49.37,29.39,29.02,58.41,5.841,1.61,Offline
656,84.84,21.39,21.57,42.96,4.296,2.34,Offline
657,82.8,25.08,25.13,50.21,5.021,2.29,Online
658,35.96,36.33,42.83,79.16,7.916,6.73,Offline
659,35.48,37.24,44.56,81.8,8.18,5.13,Offline
660,37.46,20.75,19.75,40.5,4.05,2.62,Online
661,52.94,39.31,36.47,75.78,7.578,6.07,Offline
662,91.14,34.34,41.64,75.98,7.598,3.36,Offline
663,98.81,23.96,23.95,47.91,4.791,2.32,Online
664,55.76,16.92,16.98,33.9,3.39,2.41,Offline
665,35.07,31.63,35.54,67.17,6.717,6.15,Online
666,95.91,41.64,42.14,83.77,8.377,3.57,Online
667,54.86,32.13,43.3,75.43,7.543,6.13,Offline
668,84.07,34.59,46.43,81.02,8.102,5.18,Online
669,58.84,33.78,41.79,75.57,7.557,5.89,Online
670,94.39,28.25,40.11,68.36,6.836,3.42,Offline
671,83.93,21.14,24.13,45.27,4.527,2.04,Online
672,78.46,34.84,47.78,82.62,8.262,3.75,Online
673,85.55,46.48,45.21,91.68,9.168,4.80753012,Offline
676,97.88,35.27,45.97,81.24,8.124,5.23,Online
677,98.22,22.77,25.17,47.94,4.794,1.24,Online
678,51.56,18.29,16.66,34.95,3.495,1.07,Online
679,75.97,20.66,24.7,45.36,4.536,2.6,Offline
680,66.11442269,30.73,30.39,61.13,6.113,1.02,Offline
681,59.61,24.09,26.32,50.41,5.041,1.5,Offline
682,51.19,33.13,38.46,71.58,7.158,4.02,Online
683,66.11442269,11.95,15.01,26.96,2.696,1.62,Offline
684,46.67,32.25,37.91,70.17,7.017,5.25,Offline
685,83.25,26.35,36.39,62.74,6.274,5.86,Online
686,79.11,28.04,29.4,57.44,5.744,1.24,Online
687,35.7,31.59,43.21,74.81,7.481,5.63,Offline
688,79.22,41.71,46.1,87.81,8.781,3.04,Offline
689,66.70537281,35.71,43.88,79.59,7.959,4.6,Online
690,46.34,13.34,17.4,30.74,3.074,2.38,Offline
691,93.49,25.49,27.75,53.24,5.324,1.31,Offline
692,76,41.7,38.56,80.26,8.026,5.87,Online
693,84.81,47.58,47.32,94.9,9.49,3.42,Online
694,53.26,29.85,38.43,68.28,6.828,5.88,Offline
695,56.62,30.02,41.25,71.27,7.127,6.42,Online
696,66.11442269,17.67,17.23,34.9,3.49,2.19,Offline
697,80.94,22.19,23.6,45.79,4.579,2.29,Online
698,65.52595556,30.64,39.69,70.33,7.033,6.4,Offline
699,66.70537281,29.13,35.25,64.39,6.439,6.07,Online
700,41.6,29.33,35.81,65.14,6.514,4.44,Online
701,87.1,22.99,21.48,44.47,4.447,1.62,Offline
702,52.25,21.38,23.2,44.58,4.458,2.77,Offline
703,57.49,20,19.92,39.92,3.992,1.74,Offline
704,47.92,22.65,28.21,50.86,5.086,1.1,Offline
705,57.58,42.56,39.24,81.8,8.18,5.03,Offline
706,66.70537281,27.49,26.83,54.32,5.432,2,Online
707,40.9,40.76,42.94,83.7,8.37,6.82,Offline
708,84.88,34.58,35.67,70.25,7.025,4.21,Offline
710,87.07,22.28,22.59,44.87,4.487,2.93,Online
711,97.45,21.06,26.3,47.36,4.736,2.41,Online
712,30.03,12.42,15.59,28.01,2.801,2.95,Offline
713,34.59,25.73,25.92,51.65,5.165,2.2,Offline
714,40.25,26.18,24.73,50.91,5.091,1.14,Online
715,47.92,40.56,38.94,79.5,7.95,5.42,Offline
716,53.3,37.92,43.48,81.39,8.139,4.55,Online
717,90.88,26.91,37.55,64.47,6.447,3.64,Online
718,50.01,21.27,21.53,42.8,4.28,2.91,Offline
719,76.32,23.58,28.71,52.29,5.229,1.24,Offline
720,65.52595556,22.52,20.7,43.21,4.321,2.23,Offline
721,89.79,35.6,37.5,73.09,7.309,5,Offline
722,40.03,23.29,22.79,46.08,4.608,1.4,Offline
723,49.75,19.91,21.57,41.48,4.148,1.55,Online
724,45.07,14.24,19.92,34.15,3.415,2.47,Online
725,30.36,36.23,40.53,76.76,7.676,6.22,Offline
728,31.09,26.55,35.53,62.07,6.207,6.5,Online
729,81.56,35.61,40.48,76.09,7.609,3.12,Offline
730,82.89,15.74,21.28,37.02,3.702,1.73,Offline
731,96.63,22.15,27.21,49.36,4.936,2.4,Offline
732,52.73,40.46,37.82,78.28,7.828,4.95,Offline
733,65.52595556,35.25,42.1,77.36,7.736,3.75,Offline
734,77.49,17.18,20.19,37.37,3.737,2.93,Online
735,98.31,39.62,42.48,82.11,8.211,3.38,Online
736,91.22,35.14,46.69,81.83,8.183,4.87,Online
737,52.81,32.31,41.76,74.07,7.407,4.9,Online
738,48.5,31.42,35.4,66.82,6.682,4.98,Offline
739,33.91,15.71,18.05,33.76,3.376,2.54,Online
740,86.15,33.51,45.62,79.13,7.913,5.66,Offline
741,95.74,21.62,21.6,43.22,4.322,2.87,Offline
742,98.45,22.85,23.31,46.16,4.616,1.66,Online
743,94.95,24.68,28.86,53.54,5.354,1.13,Online
744,49.28,21.92,25.77,47.69,4.769,2.95,Online
745,79.52,39.3,47.32,86.62,8.662,3.66,Online
746,86.11,32.3,44.65,76.95,7.695,3.68,Online
747,40.64,36.4,39,75.4,7.54,4.17,Offline
748,91.62,34.96,40.45,75.41,7.541,5.1,Offline
749,49.84,17,15.58,32.58,3.258,1.74,Offline
750,51.52,24.82,23.73,48.55,4.855,2.6,Online
751,59,26.61,25.46,52.07,5.207,1.17,Offline
752,42.51,45.12,43.78,88.9,8.89,4.61,Online
753,45.38,20.2,19.36,39.56,3.956,1.94,Offline
754,82.45,23.22,29.36,52.58,5.258,1.94,Offline
755,83.58,24.58,31.86,56.44,5.644,1.97,Offline
756,99.59,20.36,20.6,40.96,4.096,1.19,Online
757,66.11442269,39.98,45.07,85.05,8.505,3.4,Offline
758,53.51,37.12,35.11,72.22,7.222,6.29,Online
759,84.73,25.57,30.65,56.22,5.622,2.79,Offline
760,45.27,23.61,21.79,45.41,4.541,1.56,Offline
761,81.98,17.95,24.86,42.81,4.281,3,Online
762,43.19,33.15,40.1,73.25,7.325,4.78,Online
763,58.34,40.8,38.35,79.15,7.915,5.71,Offline
764,32.74,33.5,36.61,70.12,7.012,6.88,Offline
765,50.79,34.5,42.33,76.83,7.683,6.99,Offline
766,35.07,26.68,29.66,56.34,5.634,2.71,Offline
767,50.85,37.92,40.15,78.08,7.808,6.97,Offline
768,41.54,38.96,38.47,77.43,7.743,5.3,Online
770,49.45,43.59,40.11,83.7,8.37,5.34,Offline
771,47.08,43.12,43.68,86.8,8.68,5.75,Online
772,84.86,33.04,30.4,63.45,6.345,1.49,Online
773,65.52595556,24.44,29.5,53.94,5.394,1.89,Offline
774,52.09,30.35,35.52,65.87,6.587,4.15,Offline
775,39.62,19.5,17.88,37.38,3.738,1.62,Offline
776,66.11442269,22.59,22.9,45.49,4.549,2.36,Offline
777,31.92,32.13,40.96,73.09,7.309,6.22,Offline
778,66.11442269,24.45,22.61,47.06,4.706,1.27,Offline
779,66.11442269,18.91,23.17,42.08,4.208,1.994330357,Offline
780,92.6,32.39,37.83,70.22,7.022,4.1,Offline
781,37.25,28.78,35.68,64.46,6.446,4.95,Offline
782,55.35,16.83,20.4,37.22,3.722,2.37,Offline
783,85.23,39.54,39.28,78.82,7.882,5.08,Online
785,57.45,16.08,17.35,33.43,3.343,2.5,Online
786,89.48,44.35,46.56,90.91,9.091,4.71,Offline
787,44.76,34.36,38.1,72.46,7.246,4.55,Online
788,78.33,46.26,47.06,93.32,9.332,5.6,Offline
789,94.19,22.09,21.37,43.46,4.346,2.29,Offline
790,88.22,14.96,20.41,35.37,3.537,2.28,Offline
791,78.34,21.66,28.3,49.96,4.996,2.59,Online
792,45.85,21.12,22.01,43.13,4.313,1.994330357,Offline
794,98.57,26.89,27.32,54.22,5.422,2.67,Online
795,90.98,31.76,39.43,71.19,7.119,4.982382671,Offline
796,92.42,48.42,44.43,92.85,9.285,5.51,Offline
797,49.39,39.82,41.47,81.29,8.129,4.39,Online
798,76,23.88,24.35,48.22,4.822,2.65,Offline
799,86.73,25.68,31.14,56.82,5.682,2.28,Offline
800,84,25.04,25.73,50.77,5.077,1.71,Offline
801,39.47,12.08,16.88,28.96,2.896,2.31,Offline
802,43.47,38.34,39.59,77.93,7.793,4.23,Online
803,55.17,40.28,43.77,84.05,8.405,4.73,Offline
804,54.62,44.2,42.6,86.8,8.68,4.15,Offline
805,32.74,20.41,26.35,46.76,4.676,2.16,Online
806,89.69,21.65,30.08,51.73,5.173,1.03,Online
807,83.74,30.38,42.75,73.13,7.313,3.82,Online
808,52.25,21.13,25.13,46.26,4.626,1.41,Offline
809,96.47,36.76,47.52,84.28,8.428,4.89,Online
810,90.46,46.68,45.16,91.84,9.184,5.11,Offline
811,38.58,44.85,41.4,86.25,8.625,4.94,Offline
812,51.37,33,36.76,69.76,6.976,4.71,Online
813,52.77,30.35,40.01,70.36,7.036,6.74,Offline
814,50.5,19.69,23.91,43.6,4.36,2.51,Online
815,82.31,21.79,23.54,45.33,4.533,1.71,Online
816,56.87,38.3,36.03,74.33,7.433,5.97,Online
817,98.64,21.8,28.12,49.93,4.993,1.6,Online
818,77.62,30.64,40.5,71.14,7.114,5.39,Online
820,91.93,22.74,28.19,50.93,5.093,2.26,Offline
821,47.08,21.04,27.49,48.52,4.852,2.98,Offline
822,59.57,42.68,41.87,84.55,8.455,4.73,Online
823,84.57,37.8,43.2,81,8.1,4.29,Offline
824,98.52,21.99,22.1,44.08,4.408,2.75,Offline
825,97.81,34.71,43.23,77.94,7.794,5.16,Offline
826,90.67,29.3,36.9,66.2,6.62,5.47,Offline
827,77.69,16.32,20.2,36.52,3.652,2.82,Offline
828,81.63,29.81,27.95,57.76,5.776,2.93,Online
829,99.44,25.88,31.57,57.45,5.745,1.33,Online
830,41.35,39.21,35.88,75.09,7.509,5.03,Offline
831,99.65,33.25,45.67,78.92,7.892,3.84,Online
832,57.86,19.72,22.45,42.17,4.217,2.69,Online
833,40.84,34.94,41.37,76.32,7.632,4.21,Online
834,95.4,23.63,25.18,48.81,4.881,2.59,Online
835,90.75,18.44,25.01,43.45,4.345,1.29,Online
836,36.35,38.23,42.36,80.59,8.059,4.96,Offline
837,55.91,15.99,21.1,37.09,3.709,2.52,Offline
838,86.38,22.78,26.22,49,4.9,1.01,Online
839,36.99,33.83,43.13,76.96,7.696,5.77,Online
840,85.39,37.12,38.36,75.48,7.548,5.6,Online
841,90.67,21.68,24.3,45.99,4.599,2.99,Online
842,95.02,38.19,40.86,79.05,7.905,5.16,Offline
843,37.37,47.72,44.15,91.87,9.187,5.01,Offline
844,78.23,23.26,24.51,47.77,4.777,1.2,Online
845,66.11442269,38.44,39.06,77.51,7.751,6.78,Offline
846,59.54,38.93,41.66,80.59,8.059,4.86,Offline
847,49.44,18.88,18.68,37.56,3.756,2.44,Offline
848,76.97,26.25,23.97,50.22,5.022,1.5,Offline
849,36.36,32.32,37.39,69.71,6.971,4.982382671,Offline
850,99.14,16.94,24.1,41.04,4.104,1.68,Online
851,78.99,21.17,29.48,50.65,5.065,2.23,Online
853,56.93,30.75,28.62,59.37,5.937,1.17,Offline
854,66.11442269,30,27.75,57.75,5.775,1.58,Offline
855,66.70537281,26.75,24.68,51.43,5.143,1.03,Online
856,89.17,32.09,31.19,63.28,6.328,2.33,Offline
857,87.47,32.39,35.94,68.33,6.833,5.05,Offline
858,91.21,35.2,37.24,72.44,7.244,5.62,Online
859,32.19,24.93,24.4,49.33,4.933,1.51,Offline
860,43.65,39.08,42.53,81.61,8.161,4.4,Online
861,66.70537281,20.5,27.84,48.34,4.834,1.2,Online
862,93,30.59,36.32,66.91,6.691,4.87,Offline
863,37.07,31.63,42.14,73.77,7.377,6.62,Online
864,42.83,17.47,17.41,34.89,3.489,2.4,Online
865,66.11442269,38.1,41.68,79.78,7.978,5.85,Offline
866,44.16,41.21,39.9,81.11,8.111,6.54,Offline
867,89.32,34.08,38.1,72.18,7.218,4.982382671,Offline
868,98.73,20.92,23.66,44.58,4.458,1.34,Offline
869,46.32,20.46,23.27,43.73,4.373,1.71,Online
870,81.09,32.04,40.95,72.99,7.299,5.28,Offline
871,53.28,30.02,38.39,68.41,6.841,5.69,Offline
872,79.95,30.16,30.49,60.65,6.065,1.71,Online
873,79.46,20.17,25.92,46.09,4.609,1.16,Offline
874,98.08,41.28,42.08,83.36,8.336,3.81,Online
875,50.16,11.07,15.78,26.85,2.685,1.23,Offline
876,45.29,15.87,19.5,35.37,3.537,1.3,Online
877,76.94,17.47,20.22,37.69,3.769,1.2,Online
878,86.66,25.57,24.34,49.91,4.991,1.22,Online
879,87.18,25.63,27.5,53.13,5.313,2,Offline
880,79.68,20.17,20.39,40.56,4.056,2.49,Offline
881,39.04,15.02,18.73,33.76,3.376,1.74,Offline
882,31.68,34.61,36.42,71.03,7.103,4.982382671,Online
883,88.18,20.83,26.74,47.57,4.757,1.34,Offline
884,66.11442269,48.62,47.61,96.23,9.623,3.07,Offline
885,78.64,28.74,28.37,57.11,5.711,2.29,Online
886,81.09,21.95,30.11,52.05,5.205,1.42,Offline
887,91.26,16.94,21.09,38.03,3.803,2.9,Online
888,44.9,14.16,16.85,31.01,3.101,1.8,Offline
889,84.16,24.95,24.48,49.43,4.943,1.3,Offline
890,77.65,30.14,27.54,57.68,5.768,1.24,Online
891,57.34,34.52,40.54,75.06,7.506,4.52,Offline
892,56,32.42,43.94,76.36,7.636,6.76,Offline
893,48.2,17.29,17.5,34.79,3.479,2.59,Online
894,40.12,32.36,35.18,67.55,6.755,5.2,Online
895,36.46,27.61,36.2,63.82,6.382,6.55,Offline
896,99.54,20.22,21.17,41.39,4.139,1.61,Offline
897,88.74,21.73,27.09,48.82,4.882,2.31,Online
898,54.81,23.1,23.44,46.54,4.654,2.52,Online
899,85.8,36.01,47.57,83.58,8.358,4.36,Online
900,96.7,34.07,46.46,80.52,8.052,4.05,Offline
901,43.28,33.99,39.85,73.84,7.384,6.33,Offline
902,45.78,24.68,27.13,51.81,5.181,1.72,Offline
903,98.34,42.59,44.41,87,8.7,4.73,Online
904,88.64,30.84,39.67,70.51,7.051,4.982382671,Online
905,31.58,14.24,15.56,29.81,2.981,2.43,Offline
906,35.05,30.05,36.9,66.95,6.695,5.38,Offline
907,54.74,31.71,39.18,70.89,7.089,4.22,Offline
908,75.18,38.72,41.74,80.46,8.046,3.11,Offline
909,66.11442269,21.18,29.18,50.36,5.036,2,Offline
910,86.39,32.59,42.57,75.16,7.516,4.07,Online
911,40.15,22.75,29.03,51.79,5.179,2.82,Online
912,66.11442269,40.04,43.9,83.93,8.393,5.8,Offline
913,48.86,32.94,40.57,73.51,7.351,6.23,Online
914,93.75,35.7,44.01,79.72,7.972,5.97,Offline
915,55.71,32.7,41.84,74.54,7.454,6.65,Offline
916,39.87,41.06,38.14,79.2,7.92,5.54,Offline
917,41.88,15.36,17.99,33.35,3.335,1.85,Online
918,59.65,17.69,21.98,39.67,3.967,1.12,Offline
919,94.17,22.95,23.22,46.17,4.617,2.18,Offline
920,53.24,17.48,23.43,40.91,4.091,2.11,Online
921,75.53,26.9,28.67,55.57,5.557,1.06,Offline
922,31.91,25.57,23.28,48.85,4.885,2.68,Online
923,79.78,19.62,27.39,47,4.7,1.81,Offline
924,58.46,13.74,19.02,32.76,3.276,2.62,Offline
925,66.11442269,39.88,41.58,81.45,8.145,6.47,Offline
926,87.93,16.07,21.4,37.47,3.747,2.06,Offline
927,30.3,39.91,36.95,76.86,7.686,5.47,Offline
928,90.09,30.61,38.89,69.49,6.949,4.23,Online
929,30.78,14.3,18.33,32.63,3.263,2.56,Online
930,32.54,45.92,43.08,89,8.9,6.31,Online
931,53.49,39.26,43.46,82.71,8.271,6.4,Offline
932,99.52,17.16,21.87,39.03,3.903,1.45,Online
933,99.96,29.89,35.32,65.21,6.521,5.51,Online
934,98.15,16.09,20.11,36.2,3.62,1.15,Online
935,48.21,40.09,36.88,76.98,7.698,6.41,Offline
936,88.98,36.42,41.54,77.96,7.796,3.43,Online
937,30.25,22.36,26.42,48.78,4.878,2.43,Online
938,81,36.49,39.21,75.7,7.57,3.55,Offline
939,46.8,19.23,20.8,40.03,4.003,1.84,Online
940,32.34,20.69,25.61,46.3,4.63,2.84,Online
941,98.55,43.17,44.61,87.79,8.779,3.26,Online
942,79.78,37.16,45.28,82.43,8.243,4.36,Online
943,81.81,22.87,21.41,44.28,4.428,1.5,Online
945,39.25,22.41,28.04,50.45,5.045,2.53,Offline
946,79.99,24.22,24.46,48.67,4.867,2,Online
947,88.52,30.51,29.82,60.33,6.033,1.34,Online
948,42.36,33.1,36.38,69.49,6.949,6,Online
949,47.62,16.32,16.28,32.6,3.26,1.9,Online
950,38.03,41.39,39.11,80.5,8.05,6.7,Offline
951,55.95,30.4,38.21,68.61,6.861,4.53,Online
952,78.37,20.65,23.55,44.2,4.42,2.14,Offline
953,52.7,29.15,38.32,67.47,6.747,6.23,Online
954,81.16,21.66,20.76,42.42,4.242,1.26,Offline
955,88.19,29.14,27.87,57.01,5.701,1.47,Offline
956,84.32,17.66,24.22,41.88,4.188,2.09,Offline
957,54.1,39.19,40.62,79.81,7.981,6.22,Offline
958,89.28,23.77,28.94,52.71,5.271,1.76,Online
959,88.63,32.24,43.6,75.84,7.584,5.71,Offline
960,55.71,18.58,21.23,39.8,3.98,1.18,Offline
961,76.89,42.94,45.76,88.7,8.87,4.28,Online
962,99.04,35.92,45.49,81.41,8.141,4.38,Online
963,66.70537281,23.19,29.16,52.34,5.234,1.01,Online
964,47.11,47.89,43.62,91.5,9.15,5.43,Online
965,42.24,31.12,37.87,69,6.9,5.67,Online
966,95.92,34.58,42.44,77.02,7.702,6,Online
967,82.13,32.17,29.51,61.69,6.169,2.81,Online
968,77.82,23.31,30.44,53.75,5.375,2.27,Offline
969,86.34,26.84,31.87,58.71,5.871,1.11,Online
970,51.88,28.74,28.12,56.86,5.686,2.88,Offline
971,82.59,35.64,40.18,75.82,7.582,3.95,Offline
972,32.94,17.04,22.9,39.95,3.995,1.11,Online
974,75.32,22.23,29.55,51.78,5.178,1.95,Online
975,92.74,44.99,41.27,86.26,8.626,4.56,Online
976,66.11442269,19.45,22.56,42.01,4.201,2.35,Offline
977,97.96,39.58,46.75,86.34,8.634,3.47,Offline
978,57.44,12.86,17.5,30.36,3.036,1.24,Offline
979,86.22,21.5,27.19,48.69,4.869,1.14,Online
980,75.49,31.8,39.25,71.05,7.105,4.88,Online
981,97.73,28.75,31.49,60.24,6.024,1.16,Offline
982,89.45,23.09,31.5,54.59,5.459,2.01,Offline
983,43.04,18.03,17.89,35.92,3.592,1.38,Online
984,66.11442269,44.04,41.05,85.09,8.509,4.80753012,Offline
985,45.3,23.49,21.91,45.39,4.539,2,Online
986,95.17,17.42,20.04,37.46,3.746,1.64,Online
987,49.3,15.01,18.94,33.94,3.394,1.1,Offline
988,85.4,24.95,31.73,56.68,5.668,1.4,Offline
989,57.33,26.02,24.23,50.25,5.025,1.82,Offline
990,48.47,14.96,15.59,30.56,3.056,1.81,Offline
